Video Title,Comment,Processed_Comment,English_Translation,Tokenized_POS,NOUNS,Aspect_with_Sentiment,Compound_Terms
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Ravi kishan ke dekhunga❤😅,ravi kishan ke dekhunga,I will see Ravi Kishan,"[('I', 'PRON'), ('will', 'AUX'), ('see', 'VERB'), ('Ravi', 'PROPN'), ('Kishan', 'PROPN')]",[],{},['Ravi']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Seems like they didnt have fun,seems like didnt fun,Seems like did,"[('Seems', 'VERB'), ('like', 'ADP'), ('did', 'VERB')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"zindagi jhand ba phir bhi ghamand ba - quoted some more than a hundred time Ravi Kishan said during his time in early season of Big Boss season, I was easily became his fan. And this was the best of his work. And overall this season is one of the best ever produced by Netflix India!",zindagi jhand ba phir bhi ghamand ba quoted hundred time ravi kishan said time early season big bos season easily became fan best work overall season one best ever produced netflix india,Zindagi jhand ba phir bhi ghamand ba quoted hundred time ravi kishan said time early season big bos season economy,"[('Zindagi', 'ADJ'), ('jhand', 'NOUN'), ('ba', 'INTJ'), ('phir', 'NOUN'), ('bhi', 'PROPN'), ('ghamand', 'PROPN'), ('ba', 'PROPN'), ('quoted', 'VERB'), ('hundred', 'NUM'), ('time', 'NOUN'), ('ravi', 'NOUN'), ('kishan', 'PROPN'), ('said', 'VERB'), ('time', 'NOUN'), ('early', 'ADJ'), ('season', 'NOUN'), ('big', 'ADJ'), ('bos', 'PROPN'), ('season', 'NOUN'), ('economy', 'NOUN')]","['jhand', 'phir', 'time', 'ravi', 'time', 'season', 'season', 'economy']","{'jhand': 'Neutral', 'phir': 'Neutral', 'time': 'Neutral', 'ravi': 'Neutral', 'season': 'Neutral', 'economy': 'Neutral'}","['Zindagi', 'bhi', 'bos']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Jenelia De'souza 🫢,jenelia desouza,Jenelia Desouza,"[('Jenelia', 'PROPN'), ('Desouza', 'PROPN')]",[],{},['Jenelia']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,3:44 SBI to Supreme Court,sbi supreme court,SBI Supreme Court,"[('SBI', 'PROPN'), ('Supreme', 'PROPN'), ('Court', 'PROPN')]",[],{},"['SBI', 'Supreme']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,I was just thinking this morning that Netflix should get Tanmay to watch this and here it is. Isi ko shastron mein manifestation kaha gaya hai,thinking morning netflix get tanmay watch isi ko shastron mein manifestation kaha gaya hai,Thinking Morning Netflix Gate Tanmay Watch is called Manifestation in the scriptures,"[('Thinking', 'VERB'), ('Morning', 'PROPN'), ('Netflix', 'PROPN'), ('Gate', 'PROPN'), ('Tanmay', 'PROPN'), ('Watch', 'PROPN'), ('is', 'AUX'), ('called', 'VERB'), ('Manifestation', 'PROPN'), ('in', 'ADP'), ('the', 'DET'), ('scriptures', 'NOUN')]",[],{'scriptures': 'Neutral'},"['Thinking', 'Morning', 'Netflix', 'Gate', 'Tanmay']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Nidhi razdan,nidhi razdan,Fund razadan,"[('Fund', 'PROPN'), ('razadan', 'NOUN')]",[],{'razadan': 'Neutral'},['Fund']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Kohrra dekho serious sardar mil jayenge,kohrra dekho serious sardar mil jayenge,"Look at Kohra, you will find Sirius Sardar","[('Look', 'VERB'), ('at', 'ADP'), ('Kohra', 'PROPN'), (',', 'PUNCT'), ('you', 'PRON'), ('will', 'AUX'), ('find', 'VERB'), ('Sirius', 'PROPN'), ('Sardar', 'PROPN')]",[],{},['Sirius']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Tanmay in his channel : lame joke-🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Tanmay in netflix channel: funny shows🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁",tanmay channel lame joke tanmay netflix channel funny show,tanmay channel lame joke tanmay netflix channel funny show,"[('tanmay', 'PROPN'), ('channel', 'PROPN'), ('lame', 'PROPN'), ('joke', 'PROPN'), ('tanmay', 'PROPN'), ('netflix', 'PROPN'), ('channel', 'PROPN'), ('funny', 'ADJ'), ('show', 'NOUN')]",['show'],{'show': 'Neutral'},"['channel', 'lame', 'tanmay', 'netflix']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Abe phla scene hi galat hai . As a advocate ye morally and legal dono tarike se faltu writing galat facts pe hai,abe phla scene hi galat hai advocate ye morally legal dono tarike se faltu writing galat fact pe hai,Abe first scan is wrong. Advocate is on the wrong fact in both ways,"[('Abe', 'PROPN'), ('first', 'ADJ'), ('scan', 'PROPN'), ('is', 'AUX'), ('wrong', 'ADJ'), ('.', 'PUNCT'), ('Advocate', 'NOUN'), ('is', 'AUX'), ('on', 'ADP'), ('the', 'DET'), ('wrong', 'ADJ'), ('fact', 'NOUN'), ('in', 'ADP'), ('both', 'DET'), ('ways', 'NOUN')]","['advocate', 'fact']","{'Advocate': 'Neutral', 'fact': 'Neutral', 'ways': 'Neutral'}",['Abe']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"jab iski audience badi ho jayegi , theatre me movie nahi , tanmay bhat ka reaction to the movie aayega.",jab iski audience badi ho jayegi theatre movie nahi tanmay bhat ka reaction movie aayega,"When its audience becomes bigger, the theater movie will not have a reaction movie of Tanmay Bhat.","[('When', 'SCONJ'), ('its', 'PRON'), ('audience', 'NOUN'), ('becomes', 'VERB'), ('bigger', 'ADJ'), (',', 'PUNCT'), ('the', 'DET'), ('theater', 'NOUN'), ('movie', 'NOUN'), ('will', 'AUX'), ('not', 'PART'), ('have', 'VERB'), ('a', 'DET'), ('reaction', 'NOUN'), ('movie', 'NOUN'), ('of', 'ADP'), ('Tanmay', 'PROPN'), ('Bhat', 'PROPN'), ('.', 'PUNCT')]","['audience', 'theater', 'movie', 'reaction', 'movie']","{'audience': 'Neutral', 'theater': 'Neutral', 'movie': 'Neutral', 'reaction': 'Neutral'}",['Tanmay']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Indian Saul Goodman 😂😂😂,indian saul goodman,indian saul goodman,"[('indian', 'PROPN'), ('saul', 'PROPN'), ('goodman', 'PROPN')]",[],{},"['indian', 'saul']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,This series is lookingg lit now going to watch it..😂❤🔥,series lookingg lit going watch,Series looking right watch,"[('Series', 'NOUN'), ('looking', 'VERB'), ('right', 'ADJ'), ('watch', 'NOUN')]","['series', 'watch']","{'Series': 'Neutral', 'watch': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,0:01 tanmays second channel 😂,tanmays second channel,Tanmays Second Channel,"[('Tanmays', 'PROPN'), ('Second', 'PROPN'), ('Channel', 'PROPN')]",[],{},"['Tanmays', 'Second']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"A very out of context thing to say, but muje kal tak TLDR ka meaning pata nhi tha, meine khudse kuch tinde ki sabji assume kr liya tha :)",context thing say muje kal tak tldr ka meaning pata nhi tha meine khudse kuch tinde ki sabji assume kr liya tha,"With the contact Thing, I did not know the meaning of Taldar till yesterday, I had done some tinde vegetables with myself.","[('With', 'ADP'), ('the', 'DET'), ('contact', 'NOUN'), ('Thing', 'NOUN'), (',', 'PUNCT'), ('I', 'PRON'), ('did', 'AUX'), ('not', 'PART'), ('know', 'VERB'), ('the', 'DET'), ('meaning', 'NOUN'), ('of', 'ADP'), ('Taldar', 'PROPN'), ('till', 'SCONJ'), ('yesterday', 'NOUN'), (',', 'PUNCT'), ('I', 'PRON'), ('had', 'AUX'), ('done', 'VERB'), ('some', 'PRON'), ('tinde', 'NOUN'), ('vegetables', 'NOUN'), ('with', 'ADP'), ('myself', 'PRON'), ('.', 'PUNCT')]","['contact', 'thing', 'meaning', 'yesterday', 'tinde']","{'contact': 'Neutral', 'Thing': 'Neutral', 'meaning': 'Neutral', 'yesterday': 'Neutral', 'tinde': 'Neutral', 'vegetables': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,5:25 tanmay and gang be like bilkul riks ni lene ka re baba 😂😂,tanmay gang like bilkul riks ni lene ka baba,Baba wrote Tanmay Gangs to take Ricks Ni,"[('Baba', 'PROPN'), ('wrote', 'VERB'), ('Tanmay', 'PROPN'), ('Gangs', 'PROPN'), ('to', 'PART'), ('take', 'VERB'), ('Ricks', 'PROPN'), ('Ni', 'PROPN')]",[],{},"['Tanmay', 'Ricks']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Ye toh bassi ki field h 😂😂,ye toh basso ki field h,This is the field of Baso,"[('This', 'PRON'), ('is', 'AUX'), ('the', 'DET'), ('field', 'NOUN'), ('of', 'ADP'), ('Baso', 'PROPN')]",['field'],{'field': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Mai dekhne ja rha hu,mai dekhne ja rha hu,I am going to see,"[('I', 'PRON'), ('am', 'AUX'), ('going', 'VERB'), ('to', 'PART'), ('see', 'VERB')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Tanmay bhatt in & as - Donald Trump 😂😅 
Missed this 😂",tanmay bhatt donald trump missed,tanmay bhatt donald trump missed,"[('tanmay', 'PROPN'), ('bhatt', 'PROPN'), ('donald', 'PROPN'), ('trump', 'PROPN'), ('missed', 'VERB')]",[],{},"['tanmay', 'bhatt', 'donald']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay and OG panel Makes Me watch Everything they post Even during Exams😂......Ab Tanmay bhai ki wajah se subscription bhi lena padega dubara😅,tanmay og panel make watch everything post even examsab tanmay bhai ki wajah se subscription bhi lena padega dubara,"Due to Tanmay Vog Panel Make Watch Everything Post and Examsab Tanmay Bhai, you will also have to take subscription again","[('Due', 'ADP'), ('to', 'ADP'), ('Tanmay', 'PROPN'), ('Vog', 'PROPN'), ('Panel', 'PROPN'), ('Make', 'VERB'), ('Watch', 'VERB'), ('Everything', 'PROPN'), ('Post', 'PROPN'), ('and', 'CCONJ'), ('Examsab', 'PROPN'), ('Tanmay', 'PROPN'), ('Bhai', 'PROPN'), (',', 'PUNCT'), ('you', 'PRON'), ('will', 'AUX'), ('also', 'ADV'), ('have', 'VERB'), ('to', 'PART'), ('take', 'VERB'), ('subscription', 'NOUN'), ('again', 'ADV')]",['subscription'],{'subscription': 'Neutral'},"['Tanmay', 'Vog', 'Everything', 'Examsab', 'Tanmay']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Netflix should have made Bassi (Honorary Advocate 😂) a part of the panel !,netflix made basso honorary advocate part panel,Netflix Made Basso Honorary Advocate Part Panel,"[('Netflix', 'PROPN'), ('Made', 'VERB'), ('Basso', 'PROPN'), ('Honorary', 'PROPN'), ('Advocate', 'PROPN'), ('Part', 'PROPN'), ('Panel', 'PROPN')]",[],{},"['Basso', 'Honorary', 'Advocate', 'Part']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"sad punjabi aadmi pe they could've plugged in Kohra , rookie mistake lol.",sad punjabi aadmi pe couldve plugged kohra rookie mistake lol,Saad Punjabi man Po Coldway Pluggad Fog Stop Mistake Lol,"[('Saad', 'PROPN'), ('Punjabi', 'PROPN'), ('man', 'NOUN'), ('Po', 'PROPN'), ('Coldway', 'PROPN'), ('Pluggad', 'PROPN'), ('Fog', 'PROPN'), ('Stop', 'PROPN'), ('Mistake', 'PROPN'), ('Lol', 'PROPN')]",[],{'man': 'Neutral'},"['Saad', 'Punjabi', 'Po', 'Coldway', 'Pluggad', 'Fog', 'Stop', 'Mistake']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Abhi jake dekhta hun,abhi jake dekhta hun,I see jack now,"[('I', 'PRON'), ('see', 'VERB'), ('jack', 'NOUN'), ('now', 'ADV')]",['jack'],{'jack': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tvf's one person's talent>>>>>>>>>> all these panelists combined,tvfs one person talent panelist combined,TVFS One Person Talent Panelist Combined,"[('TVFS', 'PROPN'), ('One', 'NUM'), ('Person', 'PROPN'), ('Talent', 'PROPN'), ('Panelist', 'PROPN'), ('Combined', 'PROPN')]",[],{},"['TVFS', 'Person', 'Talent', 'Panelist']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Bhai Netflix ek ghost investigation wale ko bhi le aao sagar tiwari ya deepak verma ko🤔🤔 usko bhi bhala ho jaye..,bhai netflix ek ghost investigation wale ko bhi le aao sagar tiwari ya deepak verma ko usko bhi bhala ho jaye,Brother Netflix also bring a ghost investigation to Sagar Tiwari or Deepak Verma.,"[('Brother', 'PROPN'), ('Netflix', 'PROPN'), ('also', 'ADV'), ('bring', 'VERB'), ('a', 'DET'), ('ghost', 'NOUN'), ('investigation', 'NOUN'), ('to', 'ADP'), ('Sagar', 'PROPN'), ('Tiwari', 'PROPN'), ('or', 'CCONJ'), ('Deepak', 'PROPN'), ('Verma', 'PROPN'), ('.', 'PUNCT')]","['ghost', 'investigation']","{'ghost': 'Neutral', 'investigation': 'Neutral'}","['Brother', 'Sagar', 'Deepak']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Indian Version of suits 😂😂,indian version suit,indian version suit,"[('indian', 'PROPN'), ('version', 'NOUN'), ('suit', 'NOUN')]","['version', 'suit']","{'version': 'Neutral', 'suit': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,9 min ke baad Tnmay ki shakal dekhiyo 😅,min ke baad tnmay ki shakal dekhiyo,See Tanmay's Shakal after me,"[('See', 'VERB'), ('Tanmay', 'PROPN'), (""'s"", 'PART'), ('Shakal', 'PROPN'), ('after', 'ADP'), ('me', 'PRON')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,This show is fantastic must watch❤,show fantastic must watch,show fantastic must watch,"[('show', 'VERB'), ('fantastic', 'PROPN'), ('must', 'AUX'), ('watch', 'VERB')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Netflix bhai Hi kardena oo bhi ligali 😂,netflix bhai hi kardena oo bhi ligali,Netflix brother is the only one,"[('Netflix', 'PROPN'), ('brother', 'NOUN'), ('is', 'AUX'), ('the', 'DET'), ('only', 'ADJ'), ('one', 'NUM')]",['brother'],{'brother': 'Neutral'},['Netflix']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,phir bhi netflix ka subscription nahi lunga...,phir bhi netflix ka subscription nahi lunga,Still I will not subscribe to Netflix,"[('Still', 'ADV'), ('I', 'PRON'), ('will', 'AUX'), ('not', 'PART'), ('subscribe', 'VERB'), ('to', 'ADP'), ('Netflix', 'PROPN')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,I want to ask how tamany is related to legal issues?? 😮,want ask tamany related legal issue,Want ask tamany related legal issue,"[('Want', 'VERB'), ('ask', 'VERB'), ('tamany', 'NOUN'), ('related', 'VERB'), ('legal', 'ADJ'), ('issue', 'NOUN')]","['tamany', 'issue']","{'tamany': 'Neutral', 'issue': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,arey netflix mujhe v lelo video me,arey netflix mujhe v lelo video,Hey Netflix take me and video,"[('Hey', 'INTJ'), ('Netflix', 'PROPN'), ('take', 'VERB'), ('me', 'PRON'), ('and', 'CCONJ'), ('video', 'NOUN')]",['video'],{'video': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Yo yo yo welcome to tanmays 2nd channel,yo yo yo welcome tanmays nd channel,yo yo welcome tanmays nd channel,"[('yo', 'PROPN'), ('yo', 'PROPN'), ('welcome', 'PROPN'), ('tanmays', 'NOUN'), ('nd', 'PROPN'), ('channel', 'PROPN')]",[],{'tanmays': 'Neutral'},"['yo', 'yo', 'welcome', 'nd']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Movie promote karne ka tarika thoda casual hai,movie promote karne ka tarika thoda casual hai,The way to promote the movie is a little casual,"[('The', 'DET'), ('way', 'NOUN'), ('to', 'PART'), ('promote', 'VERB'), ('the', 'DET'), ('movie', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('little', 'ADJ'), ('casual', 'NOUN')]","['movie', 'casual']","{'way': 'Neutral', 'movie': 'Neutral', 'casual': 'Negative'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,missing the real lawyer BASSI!,missing real lawyer basso,Missing Real Lawyer Basso,"[('Missing', 'VERB'), ('Real', 'PROPN'), ('Lawyer', 'PROPN'), ('Basso', 'PROPN')]",[],{},"['Real', 'Lawyer']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Soch raha tha ki kya likhu
Taki Netflix walo ka reply aa jaye 😂",soch raha tha ki kya likhu taki netflix walo ka reply aa jaye,Was wondering what to write so that the reply of Netflix people comes,"[('Was', 'AUX'), ('wondering', 'VERB'), ('what', 'PRON'), ('to', 'PART'), ('write', 'VERB'), ('so', 'SCONJ'), ('that', 'SCONJ'), ('the', 'DET'), ('reply', 'NOUN'), ('of', 'ADP'), ('Netflix', 'PROPN'), ('people', 'NOUN'), ('comes', 'VERB')]",['reply'],"{'reply': 'Neutral', 'people': 'Neutral'}",['Netflix']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"as a lawyer i find it offensive how wrong the opening scene was, no lawyer would  convert a robbery case into decoity ....also, a wrong section can never be a ground for granting of bail, sections are often changed and amended when charge is framed",lawyer find offensive wrong opening scene lawyer would convert robbery case decoity also wrong section never ground granting bail section often changed amended charge framed,Lawyer Find Offensive Wrong Opening Scene Lawyer Would Convert Robbery Case Decoity also Wrong Section Never GROUND GROND GROND GRANTING BAIL SECTION OFEETEN CHANGED AMENGED Ameded Charge Framed,"[('Lawyer', 'PROPN'), ('Find', 'VERB'), ('Offensive', 'PROPN'), ('Wrong', 'PROPN'), ('Opening', 'PROPN'), ('Scene', 'PROPN'), ('Lawyer', 'PROPN'), ('Would', 'AUX'), ('Convert', 'VERB'), ('Robbery', 'PROPN'), ('Case', 'PROPN'), ('Decoity', 'PROPN'), ('also', 'ADV'), ('Wrong', 'PROPN'), ('Section', 'PROPN'), ('Never', 'ADV'), ('GROUND', 'PROPN'), ('GROND', 'PROPN'), ('GROND', 'PROPN'), ('GRANTING', 'VERB'), ('BAIL', 'ADJ'), ('SECTION', 'NOUN'), ('OFEETEN', 'NOUN'), ('CHANGED', 'VERB'), ('AMENGED', 'PROPN'), ('Ameded', 'VERB'), ('Charge', 'PROPN'), ('Framed', 'PROPN')]",['section'],"{'SECTION': 'Neutral', 'OFEETEN': 'Neutral'}","['Offensive', 'Wrong', 'Opening', 'Scene', 'Robbery', 'Case', 'Wrong', 'GROUND', 'GROND', 'Charge']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Guys This is the Tanmay's main chennal.🔥😎,guy tanmays main chennal,Singing Tanmay: I channel,"[('Singing', 'PROPN'), ('Tanmay', 'PROPN'), (':', 'PUNCT'), ('I', 'PRON'), ('channel', 'VERB')]",[],{},['Singing']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,baigan,baigan,Brinjal,"[('Brinjal', 'PROPN')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,One of the worst and most typical show I’ve ever seen,one worst typical show ive ever seen,One Worst Typical Show IVE Ever Seen,"[('One', 'NUM'), ('Worst', 'ADJ'), ('Typical', 'ADJ'), ('Show', 'PROPN'), ('IVE', 'PROPN'), ('Ever', 'ADV'), ('Seen', 'VERB')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay got a cut out of this whole show,tanmay got cut whole show,Tanmay Got Cut Whole Show,"[('Tanmay', 'PROPN'), ('Got', 'PROPN'), ('Cut', 'PROPN'), ('Whole', 'PROPN'), ('Show', 'PROPN')]",[],{},"['Tanmay', 'Got', 'Cut', 'Whole']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,AUR HARWARD KAREN SE PHALE SOCH LENA...😂😂😂,aur harward karen se phale soch lena,And think before harvesting,"[('And', 'CCONJ'), ('think', 'VERB'), ('before', 'ADP'), ('harvesting', 'NOUN')]",['harvesting'],{'harvesting': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,these 2 rupee people ek show pe bik jate hai.,rupee people ek show pe bik jate hai,Rupee Peepal is sold on a show,"[('Rupee', 'PROPN'), ('Peepal', 'PROPN'), ('is', 'AUX'), ('sold', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('show', 'NOUN')]",['show'],{'show': 'Neutral'},['Rupee']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Inn sabke upar se gaya hai khali Kullu ko samjh aaya hai...,inn sabke upar se gaya hai khali kullu ko samjh aaya hai,Khali Kullu has understood Khali Kullu from all these,"[('Khali', 'PROPN'), ('Kullu', 'PROPN'), ('has', 'AUX'), ('understood', 'VERB'), ('Khali', 'PROPN'), ('Kullu', 'PROPN'), ('from', 'ADP'), ('all', 'DET'), ('these', 'PRON')]",[],{},"['Khali', 'Khali']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Isse badhiya show nhi dekha maine,isse badhiya show nhi dekha maine,I did not see a better show than this,"[('I', 'PRON'), ('did', 'AUX'), ('not', 'PART'), ('see', 'VERB'), ('a', 'DET'), ('better', 'ADJ'), ('show', 'NOUN'), ('than', 'ADP'), ('this', 'PRON')]",['show'],{'show': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Harvard ki legal degree India me kaha valid hogi? Can any lawyer comfirm ?,harvard ki legal degree india kaha valid hogi lawyer comfirm,Harvard's legal degree India said Valid will be confirmed,"[('Harvard', 'PROPN'), (""'s"", 'PART'), ('legal', 'ADJ'), ('degree', 'NOUN'), ('India', 'PROPN'), ('said', 'VERB'), ('Valid', 'PROPN'), ('will', 'AUX'), ('be', 'AUX'), ('confirmed', 'VERB')]",['degree'],{'degree': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"I binge watched it when it was released on Netflix.

Every character is soo well written and well played...

Comedy kahin bhi over nhi lagti. VD tyagi deserves his own show ❤

Must watch show hai bhai",binge watched released netflix every character soo well written well played comedy kahin bhi nhi lagti vd tyagi deserves show must watch show hai bhai,Binge Watched Released Netflix Every Character Sooo Well Played Comedy Kahin Bhi Nhi Lagti VD Tyagi deserves shows shows shows show MUST WATCH SHOW HAI BHAI BHAI,"[('Binge', 'PROPN'), ('Watched', 'VERB'), ('Released', 'PROPN'), ('Netflix', 'PROPN'), ('Every', 'DET'), ('Character', 'PROPN'), ('Sooo', 'PROPN'), ('Well', 'INTJ'), ('Played', 'PROPN'), ('Comedy', 'PROPN'), ('Kahin', 'PROPN'), ('Bhi', 'PROPN'), ('Nhi', 'PROPN'), ('Lagti', 'PROPN'), ('VD', 'PROPN'), ('Tyagi', 'PROPN'), ('deserves', 'VERB'), ('shows', 'NOUN'), ('shows', 'NOUN'), ('shows', 'NOUN'), ('show', 'NOUN'), ('MUST', 'AUX'), ('WATCH', 'VERB'), ('SHOW', 'PROPN'), ('HAI', 'PROPN'), ('BHAI', 'VERB'), ('BHAI', 'VERB')]",['show'],"{'shows': 'Neutral', 'show': 'Neutral'}","['Released', 'Character', 'Played', 'Comedy', 'Kahin', 'Bhi', 'Lagti', 'VD', 'SHOW']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Very Filtered Review,filtered review,Filted review,"[('Filted', 'ADJ'), ('review', 'NOUN')]",['review'],{'review': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Kis kis ke phone me Netflix install nhi hai 😂,ki ki ke phone netflix install nhi hai,Ki Ki Phone Netflix is not installed,"[('Ki', 'PROPN'), ('Ki', 'PROPN'), ('Phone', 'PROPN'), ('Netflix', 'PROPN'), ('is', 'AUX'), ('not', 'PART'), ('installed', 'VERB')]",[],{},"['Ki', 'Ki', 'Phone']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Behtreeen show,behtreeen show,Great show,"[('Great', 'ADJ'), ('show', 'NOUN')]",['show'],{'show': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,nice one,nice one,nice one,"[('nice', 'ADJ'), ('one', 'NUM')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,this show is actually good,show actually good,show actually good,"[('show', 'VERB'), ('actually', 'ADV'), ('good', 'ADJ')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"I'm waiting session 2 😂😂😂
Amazing session",im waiting session amazing session,Im Waiting Session Amazing Session,"[('I', 'PRON'), ('m', 'AUX'), ('Waiting', 'PROPN'), ('Session', 'PROPN'), ('Amazing', 'PROPN'), ('Session', 'PROPN')]",[],{},"['Session', 'Amazing']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,I'm confused tanmay😂which one is your main channel 😅,im confused tanmaywhich one main channel,I'm confused tanmay which one main channel,"[('I', 'PRON'), (""'m"", 'AUX'), ('confused', 'ADJ'), ('tanmay', 'NOUN'), ('which', 'DET'), ('one', 'NUM'), ('main', 'ADJ'), ('channel', 'NOUN')]","['tanmay', 'channel']","{'tanmay': 'Neutral', 'channel': 'Neutral'}",[]
